State,	County,	BA Climate Zone,	IECC Climate Zone,	IECC Moisture Regime
NY,	Chenango,	Cold,	6,	A
NY,	Clinton,	Cold,	6,	A
NY,	Columbia,	Cold,	5,	A
NY,	Cortland,	Cold,	5,	A
NY,	Delaware,	Cold,	6,	A
NY,	Dutchess,	Cold,	5,	A
NY,	Erie,	Cold,	5,	A
NY,	Essex,	Cold,	6,	A
NY,	Franklin,	Cold,	6,	A
NY,	Fulton,	Cold,	6,	A
NY,	Genesee,	Cold,	5,	A
NY,	Greene,	Cold,	5,	A
NY,	Hamilton,	Cold,	6,	A
NY,	Herkimer,	Cold,	6,	A
NY,	Jefferson,	Cold,	6,	A
NY,	Kings,	Mixed-Humid,	4,	A
NY,	Lewis,	Cold,	6,	A
NY,	Livingston,	Cold,	5,	A
NY,	Madison,	Cold,	6,	A
NY,	Monroe,	Cold,	5,	A
NY,	Montgomery,	Cold,	6,	A
NY,	Nassau,	Mixed-Humid,	4,	A
NY,	New York,	Mixed-Humid,	4,	A
NY,	Niagara,	Cold,	5,	A
NY,	Oneida,	Cold,	6,	A
NY,	Onondaga,	Cold,	5,	A
NY,	Ontario,	Cold,	5,	A
NY,	Orange,	Cold,	5,	A
NY,	Orleans,	Cold,	5,	A
NY,	Oswego,	Cold,	5,	A
NY,	Otsego,	Cold,	6,	A
NY,	Putnam,	Cold,	5,	A
NY,	Queens,	Mixed-Humid,	4,	A
NY,	Rensselaer,	Cold,	5,	A
NY,	Richmond,	Mixed-Humid,	4,	A
NY,	Rockland,	Cold,	5,	A
NY,	Saratoga,	Cold,	5,	A
NY,	Schenectady,	Cold,	5,	A
NY,	Schoharie,	Cold,	6,	A
NY,	Schuyler,	Cold,	6,	A
NY,	Seneca,	Cold,	5,	A
NY,	St. Lawrence,	Cold,	6,	A
NY,	Steuben,	Cold,	6,	A
NY,	Suffolk,	Mixed-Humid,	4,	A
NY,	Sullivan,	Cold,	6,	A
NY,	Tioga,	Cold,	5,	A
NY,	Tompkins,	Cold,	6,	A
NY,	Ulster,	Cold,	6,	A
NY,	Warren,	Cold,	6,	A
NY,	Washington,	Cold,	5,	A
NY,	Wayne,	Cold,	5,	A
NY,	Westchester,	Mixed-Humid,	4,	A
NY,	Wyoming,	Cold,	6,	A
NY,	Yates,	Cold,	5,	A
NC,	Alamance,	Mixed-Humid,	4,	A
NC,	Alexander,	Mixed-Humid,	4,	A
NC,	Alleghany,	Cold,	5,	A
NC,	Anson,	Mixed-Humid,	3,	A
NC,	Ashe,	Cold,	5,	A
NC,	Avery,	Cold,	5,	A
NC,	Beaufort,	Mixed-Humid,	3,	A
NC,	Bertie,	Mixed-Humid,	4,	A
NC,	Bladen,	Mixed-Humid,	3,	A
NC,	Brunswick,	Hot-Humid,	3,	A
NC,	Buncombe,	Mixed-Humid,	4,	A
NC,	Burke,	Mixed-Humid,	4,	A
NC,	Cabarrus,	Mixed-Humid,	3,	A
NC,	Caldwell,	Mixed-Humid,	4,	A
NC,	Camden,	Mixed-Humid,	3,	A
NC,	Carteret,	Hot-Humid,	3,	A
NC,	Caswell,	Mixed-Humid,	4,	A
NC,	Catawba,	Mixed-Humid,	4,	A
NC,	Chatham,	Mixed-Humid,	4,	A
NC,	Cherokee,	Mixed-Humid,	4,	A
NC,	Chowan,	Mixed-Humid,	3,	A
NC,	Clay,	Mixed-Humid,	4,	A
NC,	Cleveland,	Mixed-Humid,	4,	A
NC,	Columbus,	Hot-Humid,	3,	A
NC,	Craven,	Mixed-Humid,	3,	A
NC,	Cumberland,	Mixed-Humid,	3,	A
NC,	Currituck,	Mixed-Humid,	3,	A
NC,	Dare,	Mixed-Humid,	3,	A
NC,	Davidson,	Mixed-Humid,	3,	A
NC,	Davie,	Mixed-Humid,	4,	A
NC,	Duplin,	Mixed-Humid,	3,	A
NC,	Durham,	Mixed-Humid,	4,	A
NC,	Edgecombe,	Mixed-Humid,	3,	A
NC,	Forsyth,	Mixed-Humid,	4,	A
NC,	Franklin,	Mixed-Humid,	4,	A
NC,	Gaston,	Mixed-Humid,	3,	A
NC,	Gates,	Mixed-Humid,	4,	A
NC,	Graham,	Mixed-Humid,	4,	A
NC,	Granville,	Mixed-Humid,	4,	A
NC,	Greene,	Mixed-Humid,	3,	A
NC,	Guilford,	Mixed-Humid,	4,	A
NC,	Halifax,	Mixed-Humid,	4,	A
NC,	Harnett,	Mixed-Humid,	4,	A
NC,	Haywood,	Mixed-Humid,	4,	A
NC,	Henderson,	Mixed-Humid,	4,	A
NC,	Hertford,	Mixed-Humid,	4,	A
NC,	Hoke,	Mixed-Humid,	3,	A
NC,	Hyde,	Mixed-Humid,	3,	A
NC,	Iredell,	Mixed-Humid,	4,	A
NC,	Jackson,	Mixed-Humid,	4,	A
NC,	Johnston,	Mixed-Humid,	3,	A
NC,	Jones,	Mixed-Humid,	3,	A
NC,	Lee,	Mixed-Humid,	4,	A
NC,	Lenoir,	Mixed-Humid,	3,	A
NC,	Lincoln,	Mixed-Humid,	4,	A
NC,	Macon,	Mixed-Humid,	4,	A
NC,	Madison,	Mixed-Humid,	4,	A
NC,	Martin,	Mixed-Humid,	3,	A
NC,	McDowell,	Mixed-Humid,	4,	A
NC,	Mecklenburg,	Mixed-Humid,	3,	A
NC,	Mitchell,	Cold,	5,	A
NC,	Montgomery,	Mixed-Humid,	3,	A
NC,	Moore,	Mixed-Humid,	3,	A
NC,	Nash,	Mixed-Humid,	4,	A
NC,	New Hanover,	Hot-Humid,	3,	A
NC,	Northampton,	Mixed-Humid,	4,	A
NC,	Onslow,	Hot-Humid,	3,	A
NC,	Orange,	Mixed-Humid,	4,	A
NC,	Pamlico,	Mixed-Humid,	3,	A
NC,	Pasquotank,	Mixed-Humid,	3,	A
NC,	Pender,	Hot-Humid,	3,	A
NC,	Perquimans,	Mixed-Humid,	3,	A
NC,	Person,	Mixed-Humid,	4,	A
NC,	Pitt,	Mixed-Humid,	3,	A
NC,	Polk,	Mixed-Humid,	4,	A
NC,	Randolph,	Mixed-Humid,	3,	A
NC,	Richmond,	Mixed-Humid,	3,	A
NC,	Robeson,	Mixed-Humid,	3,	A
NC,	Rockingham,	Mixed-Humid,	4,	A
NC,	Rowan,	Mixed-Humid,	3,	A
NC,	Rutherford,	Mixed-Humid,	4,	A
NC,	Sampson,	Mixed-Humid,	3,	A
NC,	Scotland,	Mixed-Humid,	3,	A
NC,	Stanly,	Mixed-Humid,	3,	A
NC,	Stokes,	Mixed-Humid,	4,	A
NC,	Surry,	Mixed-Humid,	4,	A
NC,	Swain,	Mixed-Humid,	4,	A
NC,	Transylvania,	Mixed-Humid,	4,	A
NC,	Tyrrell,	Mixed-Humid,	3,	A
NC,	Union,	Mixed-Humid,	3,	A
NC,	Vance,	Mixed-Humid,	4,	A
NC,	Wake,	Mixed-Humid,	4,	A
NC,	Warren,	Mixed-Humid,	4,	A
NC,	Washington,	Mixed-Humid,	3,	A
NC,	Watauga,	Cold,	5,	A
NC,	Wayne,	Mixed-Humid,	3,	A
NC,	Wilkes,	Mixed-Humid,	4,	A
NC,	Wilson,	Mixed-Humid,	3,	A
NC,	Yadkin,	Mixed-Humid,	4,	A
NC,	Yancey,	Cold,	5,	A
ND,	Adams,	Cold,	6,	A
ND,	Barnes,	Very Cold,	7,	A
ND,	Benson,	Very Cold,	7,	A
ND,	Billings,	Cold,	6,	A
ND,	Bottineau,	Very Cold,	7,	A
ND,	Bowman,	Cold,	6,	A
ND,	Burke,	Very Cold,	7,	A
ND,	Burleigh,	Cold,	6,	A
ND,	Cass,	Very Cold,	7,	A
ND,	Cavalier,	Very Cold,	7,	A
ND,	Dickey,	Cold,	6,	A
ND,	Divide,	Very Cold,	7,	A
ND,	Dunn,	Cold,	6,	A
ND,	Eddy,	Very Cold,	7,	A
ND,	Emmons,	Cold,	6,	A
ND,	Foster,	Very Cold,	7,	A
ND,	Golden Valley,	Cold,	6,	A
ND,	Grand Forks,	Very Cold,	7,	A
ND,	Grant,	Cold,	6,	A
ND,	Griggs,	Very Cold,	7,	A
ND,	Hettinger,	Cold,	6,	A
ND,	Kidder,	Very Cold,	7,	A
ND,	LaMoure,	Cold,	6,	A
ND,	Logan,	Cold,	6,	A
ND,	McHenry,	Very Cold,	7,	A
ND,	McIntosh,	Cold,	6,	A
ND,	McKenzie,	Cold,	6,	A
ND,	McLean,	Very Cold,	7,	A
ND,	Mercer,	Cold,	6,	A
ND,	Morton,	Cold,	6,	A
ND,	Mountrail,	Very Cold,	7,	A
ND,	Nelson,	Very Cold,	7,	A
ND,	Oliver,	Cold,	6,	A
ND,	Pembina,	Very Cold,	7,	A
ND,	Pierce,	Very Cold,	7,	A
ND,	Ramsey,	Very Cold,	7,	A
ND,	Ransom,	Cold,	6,	A
ND,	Renville,	Very Cold,	7,	A
ND,	Richland,	Cold,	6,	A
ND,	Rolette,	Very Cold,	7,	A
ND,	Sargent,	Cold,	6,	A
ND,	Sheridan,	Very Cold,	7,	A
ND,	Sioux,	Cold,	6,	A
ND,	Slope,	Cold,	6,	A
ND,	Stark,	Cold,	6,	A
ND,	Steele,	Very Cold,	7,	A
ND,	Stutsman,	Very Cold,	7,	A
ND,	Towner,	Very Cold,	7,	A
ND,	Traill,	Very Cold,	7,	A
ND,	Walsh,	Very Cold,	7,	A
ND,	Ward,	Very Cold,	7,	A
ND,	Wells,	Very Cold,	7,	A
ND,	Williams,	Very Cold,	7,	A
OH,	Adams,	Mixed-Humid,	4,	A
OH,	Allen,	Cold,	5,	A
OH,	Ashland,	Cold,	5,	A
OH,	Ashtabula,	Cold,	5,	A
OH,	Athens,	Cold,	5,	A
OH,	Auglaize,	Cold,	5,	A
OH,	Belmont,	Cold,	5,	A
OH,	Brown,	Mixed-Humid,	4,	A
OH,	Butler,	Cold,	5,	A
OH,	Carroll,	Cold,	5,	A
OH,	Champaign,	Cold,	5,	A
OH,	Clark,	Cold,	5,	A
OH,	Clermont,	Mixed-Humid,	4,	A
OH,	Clinton,	Cold,	5,	A
OH,	Columbiana,	Cold,	5,	A
OH,	Coshocton,	Cold,	5,	A
OH,	Crawford,	Cold,	5,	A
OH,	Cuyahoga,	Cold,	5,	A
OH,	Darke,	Cold,	5,	A
OH,	Defiance,	Cold,	5,	A
OH,	Delaware,	Cold,	5,	A
OH,	Erie,	Cold,	5,	A
OH,	Fairfield,	Cold,	5,	A
OH,	Fayette,	Cold,	5,	A
OH,	Franklin,	Cold,	5,	A
OH,	Fulton,	Cold,	5,	A
OH,	Gallia,	Mixed-Humid,	4,	A
OH,	Geauga,	Cold,	5,	A
OH,	Greene,	Cold,	5,	A
OH,	Guernsey,	Cold,	5,	A
OH,	Hamilton,	Mixed-Humid,	4,	A
OH,	Hancock,	Cold,	5,	A
OH,	Hardin,	Cold,	5,	A
OH,	Harrison,	Cold,	5,	A
OH,	Henry,	Cold,	5,	A
OH,	Highland,	Cold,	5,	A
OH,	Hocking,	Cold,	5,	A
OH,	Holmes,	Cold,	5,	A
OH,	Huron,	Cold,	5,	A
OH,	Jackson,	Cold,	5,	A
OH,	Jefferson,	Cold,	5,	A
OH,	Knox,	Cold,	5,	A
OH,	Lake,	Cold,	5,	A
OH,	Lawrence,	Mixed-Humid,	4,	A
OH,	Licking,	Cold,	5,	A
OH,	Logan,	Cold,	5,	A
OH,	Lorain,	Cold,	5,	A
OH,	Lucas,	Cold,	5,	A
OH,	Madison,	Cold,	5,	A
OH,	Mahoning,	Cold,	5,	A
OH,	Marion,	Cold,	5,	A
OH,	Medina,	Cold,	5,	A
OH,	Meigs,	Cold,	5,	A
OH,	Mercer,	Cold,	5,	A
OH,	Miami,	Cold,	5,	A
OH,	Monroe,	Cold,	5,	A
OH,	Montgomery,	Cold,	5,	A
OH,	Morgan,	Cold,	5,	A
OH,	Morrow,	Cold,	5,	A
OH,	Muskingum,	Cold,	5,	A
OH,	Noble,	Cold,	5,	A
OH,	Ottawa,	Cold,	5,	A
OH,	Paulding,	Cold,	5,	A
OH,	Perry,	Cold,	5,	A
OH,	Pickaway,	Cold,	5,	A
OH,	Pike,	Mixed-Humid,	4,	A
OH,	Portage,	Cold,	5,	A
OH,	Preble,	Cold,	5,	A
OH,	Putnam,	Cold,	5,	A
OH,	Richland,	Cold,	5,	A
OH,	Ross,	Cold,	5,	A
OH,	Sandusky,	Cold,	5,	A
OH,	Scioto,	Mixed-Humid,	4,	A
OH,	Seneca,	Cold,	5,	A
OH,	Shelby,	Cold,	5,	A
OH,	Stark,	Cold,	5,	A
OH,	Summit,	Cold,	5,	A
OH,	Trumbull,	Cold,	5,	A
OH,	Tuscarawas,	Cold,	5,	A
OH,	Union,	Cold,	5,	A
OH,	Van Wert,	Cold,	5,	A
OH,	Vinton,	Cold,	5,	A
OH,	Warren,	Cold,	5,	A
OH,	Washington,	Mixed-Humid,	4,	A
OH,	Wayne,	Cold,	5,	A
OH,	Williams,	Cold,	5,	A
OH,	Wood,	Cold,	5,	A
OH,	Wyandot,	Cold,	5,	A
OK,	Adair,	Mixed-Humid,	3,	A
OK,	Alfalfa,	Mixed-Humid,	3,	A
OK,	Atoka,	Mixed-Humid,	3,	A
OK,	Beaver,	Mixed-Dry,	4,	B
OK,	Beckham,	Mixed-Humid,	3,	A
OK,	Blaine,	Mixed-Humid,	3,	A
OK,	Bryan,	Mixed-Humid,	3,	A
OK,	Caddo,	Mixed-Humid,	3,	A
OK,	Canadian,	Mixed-Humid,	3,	A
OK,	Carter,	Mixed-Humid,	3,	A
OK,	Cherokee,	Mixed-Humid,	3,	A
OK,	Choctaw,	Mixed-Humid,	3,	A
OK,	Cimarron,	Mixed-Dry,	4,	B
OK,	Cleveland,	Mixed-Humid,	3,	A
OK,	Coal,	Mixed-Humid,	3,	A
OK,	Comanche,	Mixed-Humid,	3,	A
OK,	Cotton,	Mixed-Humid,	3,	A
OK,	Craig,	Mixed-Humid,	3,	A
OK,	Creek,	Mixed-Humid,	3,	A
OK,	Custer,	Mixed-Humid,	3,	A
OK,	Delaware,	Mixed-Humid,	3,	A
OK,	Dewey,	Mixed-Humid,	3,	A
OK,	Ellis,	Mixed-Humid,	3,	A
OK,	Garfield,	Mixed-Humid,	3,	A
OK,	Garvin,	Mixed-Humid,	3,	A
OK,	Grady,	Mixed-Humid,	3,	A
OK,	Grant,	Mixed-Humid,	3,	A
OK,	Greer,	Mixed-Humid,	3,	A
OK,	Harmon,	Mixed-Humid,	3,	A
OK,	Harper,	Mixed-Humid,	3,	A
OK,	Haskell,	Mixed-Humid,	3,	A
OK,	Hughes,	Mixed-Humid,	3,	A
OK,	Jackson,	Mixed-Humid,	3,	A
OK,	Jefferson,	Mixed-Humid,	3,	A
OK,	Johnston,	Mixed-Humid,	3,	A
OK,	Kay,	Mixed-Humid,	3,	A
OK,	Kingfisher,	Mixed-Humid,	3,	A
OK,	Kiowa,	Mixed-Humid,	3,	A
OK,	Latimer,	Mixed-Humid,	3,	A
OK,	Le Flore,	Mixed-Humid,	3,	A
OK,	Lincoln,	Mixed-Humid,	3,	A
OK,	Logan,	Mixed-Humid,	3,	A
OK,	Love,	Mixed-Humid,	3,	A
OK,	Major,	Mixed-Humid,	3,	A
OK,	Marshall,	Mixed-Humid,	3,	A
OK,	Mayes,	Mixed-Humid,	3,	A
OK,	McClain,	Mixed-Humid,	3,	A
OK,	McCurtain,	Mixed-Humid,	3,	A
OK,	McIntosh,	Mixed-Humid,	3,	A
OK,	Murray,	Mixed-Humid,	3,	A
OK,	Muskogee,	Mixed-Humid,	3,	A
OK,	Noble,	Mixed-Humid,	3,	A
OK,	Nowata,	Mixed-Humid,	3,	A
OK,	Okfuskee,	Mixed-Humid,	3,	A
OK,	Oklahoma,	Mixed-Humid,	3,	A
OK,	Okmulgee,	Mixed-Humid,	3,	A
OK,	Osage,	Mixed-Humid,	3,	A
OK,	Ottawa,	Mixed-Humid,	3,	A
OK,	Pawnee,	Mixed-Humid,	3,	A
OK,	Payne,	Mixed-Humid,	3,	A
OK,	Pittsburg,	Mixed-Humid,	3,	A
OK,	Pontotoc,	Mixed-Humid,	3,	A
OK,	Pottawatomie,	Mixed-Humid,	3,	A
OK,	Pushmataha,	Mixed-Humid,	3,	A
OK,	Roger Mills,	Mixed-Humid,	3,	A
OK,	Rogers,	Mixed-Humid,	3,	A
OK,	Seminole,	Mixed-Humid,	3,	A
OK,	Sequoyah,	Mixed-Humid,	3,	A
OK,	Stephens,	Mixed-Humid,	3,	A
OK,	Texas,	Mixed-Dry,	4,	B
OK,	Tillman,	Mixed-Humid,	3,	A
OK,	Tulsa,	Mixed-Humid,	3,	A
OK,	Wagoner,	Mixed-Humid,	3,	A
OK,	Washington,	Mixed-Humid,	3,	A
OK,	Washita,	Mixed-Humid,	3,	A
OK,	Woods,	Mixed-Humid,	3,	A
OK,	Woodward,	Mixed-Humid,	3,	A
OR,	Baker,	Cold,	5,	B
OR,	Benton,	Marine,	4,	C
OR,	Clackamas,	Marine,	4,	C
OR,	Clatsop,	Marine,	4,	C
OR,	Columbia,	Marine,	4,	C
OR,	Coos,	Marine,	4,	C
OR,	Crook,	Cold,	5,	B
OR,	Curry,	Marine,	4,	C
OR,	Deschutes,	Cold,	5,	B
OR,	Douglas,	Marine,	4,	C
OR,	Gilliam,	Cold,	5,	B
OR,	Grant,	Cold,	5,	B
OR,	Harney,	Cold,	5,	B
OR,	Hood River,	Cold,	5,	B
OR,	Jackson,	Marine,	4,	C
OR,	Jefferson,	Cold,	5,	B
OR,	Josephine,	Marine,	4,	C
OR,	Klamath,	Cold,	5,	B
OR,	Lake,	Cold,	5,	B
OR,	Lane,	Marine,	4,	C
OR,	Lincoln,	Marine,	4,	C
OR,	Linn,	Marine,	4,	C
OR,	Malheur,	Cold,	5,	B
OR,	Marion,	Marine,	4,	C
OR,	Morrow,	Cold,	5,	B
OR,	Multnomah,	Marine,	4,	C
OR,	Polk,	Marine,	4,	C
OR,	Sherman,	Cold,	5,	B
OR,	Tillamook,	Marine,	4,	C
OR,	Umatilla,	Cold,	5,	B
OR,	Union,	Cold,	5,	B
OR,	Wallowa,	Cold,	5,	B
OR,	Wasco,	Cold,	5,	B
OR,	Washington,	Marine,	4,	C
OR,	Wheeler,	Cold,	5,	B
OR,	Yamhill,	Marine,	4,	C
PA,	Adams,	Cold,	5,	A
PA,	Allegheny,	Cold,	5,	A
PA,	Armstrong,	Cold,	5,	A
PA,	Beaver,	Cold,	5,	A
PA,	Bedford,	Cold,	5,	A
PA,	Berks,	Cold,	5,	A
PA,	Blair,	Cold,	5,	A
PA,	Bradford,	Cold,	5,	A
PA,	Bucks,	Mixed-Humid,	4,	A
PA,	Butler,	Cold,	5,	A
PA,	Cambria,	Cold,	5,	A
PA,	Cameron,	Cold,	6,	A
PA,	Carbon,	Cold,	5,	A
PA,	Centre,	Cold,	5,	A
PA,	Chester,	Mixed-Humid,	4,	A
PA,	Clarion,	Cold,	5,	A
PA,	Clearfield,	Cold,	6,	A
PA,	Clinton,	Cold,	5,	A
PA,	Columbia,	Cold,	5,	A
PA,	Crawford,	Cold,	5,	A
PA,	Cumberland,	Cold,	5,	A
PA,	Dauphin,	Cold,	5,	A
PA,	Delaware,	Mixed-Humid,	4,	A
PA,	Elk,	Cold,	6,	A
PA,	Erie,	Cold,	5,	A
PA,	Fayette,	Cold,	5,	A
PA,	Forest,	Cold,	5,	A
PA,	Franklin,	Cold,	5,	A
PA,	Fulton,	Cold,	5,	A
PA,	Greene,	Cold,	5,	A
PA,	Huntingdon,	Cold,	5,	A
PA,	Indiana,	Cold,	5,	A
PA,	Jefferson,	Cold,	5,	A
PA,	Juniata,	Cold,	5,	A
PA,	Lackawanna,	Cold,	5,	A
PA,	Lancaster,	Cold,	5,	A
PA,	Lawrence,	Cold,	5,	A
PA,	Lebanon,	Cold,	5,	A
PA,	Lehigh,	Cold,	5,	A
PA,	Luzerne,	Cold,	5,	A
PA,	Lycoming,	Cold,	5,	A
PA,	McKean,	Cold,	6,	A
PA,	Mercer,	Cold,	5,	A
PA,	Mifflin,	Cold,	5,	A
PA,	Monroe,	Cold,	5,	A
PA,	Montgomery,	Mixed-Humid,	4,	A
PA,	Montour,	Cold,	5,	A
PA,	Northampton,	Cold,	5,	A
PA,	Northumberland,	Cold,	5,	A
PA,	Perry,	Cold,	5,	A
PA,	Philadelphia,	Mixed-Humid,	4,	A
PA,	Pike,	Cold,	5,	A
PA,	Potter,	Cold,	6,	A
PA,	Schuylkill,	Cold,	5,	A
PA,	Snyder,	Cold,	5,	A
PA,	Somerset,	Cold,	5,	A
PA,	Sullivan,	Cold,	5,	A
PA,	Susquehanna,	Cold,	6,	A
PA,	Tioga,	Cold,	6,	A
PA,	Union,	Cold,	5,	A
PA,	Venango,	Cold,	5,	A
PA,	Warren,	Cold,	5,	A
PA,	Washington,	Cold,	5,	A
PA,	Wayne,	Cold,	6,	A
PA,	Westmoreland,	Cold,	5,	A
PA,	Wyoming,	Cold,	5,	A
PA,	York,	Mixed-Humid,	4,	A
RI,	Bristol,	Cold,	5,	A
RI,	Kent,	Cold,	5,	A
RI,	Newport,	Cold,	5,	A
RI,	Providence,	Cold,	5,	A
RI,	Washington,	Cold,	5,	A
SC,	Abbeville,	Mixed-Humid,	3,	A
SC,	Aiken,	Mixed-Humid,	3,	A
SC,	Allendale,	Hot-Humid,	3,	A
SC,	Anderson,	Mixed-Humid,	3,	A
SC,	Bamberg,	Hot-Humid,	3,	A
SC,	Barnwell,	Hot-Humid,	3,	A
SC,	Beaufort,	Hot-Humid,	3,	A
SC,	Berkeley,	Hot-Humid,	3,	A
SC,	Calhoun,	Mixed-Humid,	3,	A
SC,	Charleston,	Hot-Humid,	3,	A
SC,	Cherokee,	Mixed-Humid,	3,	A
SC,	Chester,	Mixed-Humid,	3,	A
SC,	Chesterfield,	Mixed-Humid,	3,	A
SC,	Clarendon,	Mixed-Humid,	3,	A
SC,	Colleton,	Hot-Humid,	3,	A
SC,	Darlington,	Mixed-Humid,	3,	A
SC,	Dillon,	Mixed-Humid,	3,	A
SC,	Dorchester,	Hot-Humid,	3,	A
SC,	Edgefield,	Mixed-Humid,	3,	A
SC,	Fairfield,	Mixed-Humid,	3,	A
SC,	Florence,	Mixed-Humid,	3,	A
SC,	Georgetown,	Hot-Humid,	3,	A
SC,	Greenville,	Mixed-Humid,	3,	A
SC,	Greenwood,	Mixed-Humid,	3,	A
SC,	Hampton,	Hot-Humid,	3,	A
SC,	Horry,	Hot-Humid,	3,	A
SC,	Jasper,	Hot-Humid,	3,	A
SC,	Kershaw,	Mixed-Humid,	3,	A
SC,	Lancaster,	Mixed-Humid,	3,	A
SC,	Laurens,	Mixed-Humid,	3,	A
SC,	Lee,	Mixed-Humid,	3,	A
SC,	Lexington,	Mixed-Humid,	3,	A
SC,	Marion,	Mixed-Humid,	3,	A
SC,	Marlboro,	Mixed-Humid,	3,	A
SC,	McCormick,	Mixed-Humid,	3,	A
SC,	Newberry,	Mixed-Humid,	3,	A
SC,	Oconee,	Mixed-Humid,	3,	A
SC,	Orangeburg,	Mixed-Humid,	3,	A
SC,	Pickens,	Mixed-Humid,	3,	A
SC,	Richland,	Mixed-Humid,	3,	A
SC,	Saluda,	Mixed-Humid,	3,	A
SC,	Spartanburg,	Mixed-Humid,	3,	A
SC,	Sumter,	Mixed-Humid,	3,	A
SC,	Union,	Mixed-Humid,	3,	A
SC,	Williamsburg,	Mixed-Humid,	3,	A
SC,	York,	Mixed-Humid,	3,	A
SD,	Aurora,	Cold,	6,	A
SD,	Beadle,	Cold,	6,	A
SD,	Bennett,	Cold,	5,	A
SD,	Bon Homme,	Cold,	5,	A
SD,	Brookings,	Cold,	6,	A
SD,	Brown,	Cold,	6,	A
SD,	Brule,	Cold,	6,	A
SD,	Buffalo,	Cold,	6,	A
SD,	Butte,	Cold,	6,	A
SD,	Campbell,	Cold,	6,	A
SD,	Charles Mix,	Cold,	5,	A
SD,	Clark,	Cold,	6,	A
SD,	Clay,	Cold,	5,	A
SD,	Codington,	Cold,	6,	A
SD,	Corson,	Cold,	6,	A
SD,	Custer,	Cold,	6,	A
SD,	Davison,	Cold,	6,	A
SD,	Day,	Cold,	6,	A
SD,	Deuel,	Cold,	6,	A
SD,	Dewey,	Cold,	6,	A
SD,	Douglas,	Cold,	5,	A
SD,	Edmunds,	Cold,	6,	A
SD,	Fall River,	Cold,	6,	A
SD,	Faulk,	Cold,	6,	A
SD,	Grant,	Cold,	6,	A
SD,	Gregory,	Cold,	5,	A
SD,	Haakon,	Cold,	6,	A
SD,	Hamlin,	Cold,	6,	A
SD,	Hand,	Cold,	6,	A
SD,	Hanson,	Cold,	6,	A
SD,	Harding,	Cold,	6,	A
SD,	Hughes,	Cold,	6,	A
SD,	Hutchinson,	Cold,	5,	A
SD,	Hyde,	Cold,	6,	A
SD,	Jackson,	Cold,	5,	A
SD,	Jerauld,	Cold,	6,	A
SD,	Jones,	Cold,	6,	A
SD,	Kingsbury,	Cold,	6,	A
SD,	Lake,	Cold,	6,	A
SD,	Lawrence,	Cold,	6,	A
SD,	Lincoln,	Cold,	6,	A
SD,	Lyman,	Cold,	6,	A
SD,	Marshall,	Cold,	6,	A
SD,	McCook,	Cold,	6,	A
SD,	McPherson,	Cold,	6,	A
SD,	Meade,	Cold,	6,	A
SD,	Mellette,	Cold,	5,	A
SD,	Miner,	Cold,	6,	A
SD,	Minnehaha,	Cold,	6,	A
SD,	Moody,	Cold,	6,	A
SD,	Pennington,	Cold,	6,	A
SD,	Perkins,	Cold,	6,	A
SD,	Potter,	Cold,	6,	A
SD,	Roberts,	Cold,	6,	A
SD,	Sanborn,	Cold,	6,	A
SD,	Shannon,	Cold,	6,	A
SD,	Spink,	Cold,	6,	A
SD,	Stanley,	Cold,	6,	A
SD,	Sully,	Cold,	6,	A
SD,	Todd,	Cold,	5,	A
SD,	Tripp,	Cold,	5,	A
SD,	Turner,	Cold,	6,	A
SD,	Union,	Cold,	5,	A
SD,	Walworth,	Cold,	6,	A
SD,	Yankton,	Cold,	5,	A
SD,	Ziebach,	Cold,	6,	A
TN,	Anderson,	Mixed-Humid,	4,	A
TN,	Bedford,	Mixed-Humid,	4,	A
TN,	Benton,	Mixed-Humid,	4,	A
TN,	Bledsoe,	Mixed-Humid,	4,	A
TN,	Blount,	Mixed-Humid,	4,	A
TN,	Bradley,	Mixed-Humid,	4,	A
TN,	Campbell,	Mixed-Humid,	4,	A
TN,	Cannon,	Mixed-Humid,	4,	A
TN,	Carroll,	Mixed-Humid,	4,	A
TN,	Carter,	Mixed-Humid,	4,	A
TN,	Cheatham,	Mixed-Humid,	4,	A
TN,	Chester,	Mixed-Humid,	3,	A
TN,	Claiborne,	Mixed-Humid,	4,	A
TN,	Clay,	Mixed-Humid,	4,	A
TN,	Cocke,	Mixed-Humid,	4,	A
TN,	Coffee,	Mixed-Humid,	4,	A
TN,	Crockett,	Mixed-Humid,	3,	A
TN,	Cumberland,	Mixed-Humid,	4,	A
TN,	Davidson,	Mixed-Humid,	4,	A
TN,	Decatur,	Mixed-Humid,	4,	A
TN,	DeKalb,	Mixed-Humid,	4,	A
TN,	Dickson,	Mixed-Humid,	4,	A
TN,	Dyer,	Mixed-Humid,	3,	A
TN,	Fayette,	Mixed-Humid,	3,	A
TN,	Fentress,	Mixed-Humid,	4,	A
TN,	Franklin,	Mixed-Humid,	4,	A
TN,	Gibson,	Mixed-Humid,	4,	A
TN,	Giles,	Mixed-Humid,	4,	A
TN,	Grainger,	Mixed-Humid,	4,	A
TN,	Greene,	Mixed-Humid,	4,	A
TN,	Grundy,	Mixed-Humid,	4,	A
TN,	Hamblen,	Mixed-Humid,	4,	A
TN,	Hamilton,	Mixed-Humid,	4,	A
TN,	Hancock,	Mixed-Humid,	4,	A
TN,	Hardeman,	Mixed-Humid,	3,	A
